raw_idx,y_true,base_rn_pred,base_rn_conf,base_vt_pred,base_vt_conf,perm2_rn_pred,perm2_rn_conf,perm2_vt_pred,perm2_vt_conf,perm4_rn_pred,perm4_rn_conf,perm4_vt_pred,perm4_vt_conf,perm8_rn_pred,perm8_rn_conf,perm8_vt_pred,perm8_vt_conf,occ8_rn_pred,occ8_rn_conf,occ8_vt_pred,occ8_vt_conf,occ16_rn_pred,occ16_rn_conf,occ16_vt_pred,occ16_vt_conf
31,5,5,0.9999326467514038,5,0.9980533123016357,3,0.8003517389297485,5,0.7496684193611145,5,0.6432653069496155,5,0.575809121131897,9,0.6078510284423828,4,0.7699525356292725,5,0.9934948086738586,5,0.9933892488479614,3,0.7409837245941162,5,0.6017500162124634
32,4,4,0.9994794726371765,4,0.9826812148094177,4,0.9600687026977539,4,0.9969823956489563,4,0.9452518224716187,4,0.9969524145126343,7,0.3661821782588959,4,0.9847931861877441,4,0.9446361660957336,4,0.783368706703186,2,0.5377724170684814,4,0.388937383890152
33,5,5,0.5195110440254211,5,0.9852310419082642,3,0.8467300534248352,3,0.4897390604019165,2,0.5162366032600403,3,0.41240406036376953,9,0.8979141116142273,9,0.5256660580635071,3,0.4672408103942871,5,0.8912953734397888,3,0.7981276512145996,5,0.8238972425460815
34,9,9,0.9999980926513672,9,0.999517560005188,9,0.9960293769836426,9,0.9700988531112671,9,0.9766229391098022,9,0.989987313747406,7,0.7178862690925598,9,0.9462606310844421,9,0.9999972581863403,9,0.998785674571991,9,0.9929270148277283,9,0.9925805330276489
35,2,2,0.979221522808075,2,0.8736722469329834,3,0.8854495286941528,9,0.5613219738006592,3,0.9271724820137024,3,0.6959295272827148,7,0.5243611931800842,9,0.8838357329368591,1,0.9096971154212952,2,0.5533660054206848,1,0.9445968866348267,5,0.39601364731788635
36,4,4,0.9372795820236206,4,0.9988054037094116,4,0.7421875596046448,4,0.9948004484176636,3,0.8898680210113525,4,0.8951783776283264,8,0.2992890775203705,4,0.9675067663192749,4,0.96601802110672,4,0.9992477893829346,4,0.8029952645301819,4,0.9965779185295105
37,1,1,0.5043752193450928,9,0.7216631174087524,9,0.9339383244514465,9,0.9749367237091064,7,0.48472970724105835,4,0.5301536321640015,9,0.5913954377174377,9,0.5596575736999512,9,0.850273072719574,9,0.8480679392814636,9,0.6567294001579285,9,0.754229724407196
38,9,9,0.9999518394470215,9,0.9989778995513916,9,0.9091009497642517,9,0.9587185382843018,9,0.722369909286499,9,0.8513505458831787,9,0.9887123107910156,9,0.9542708992958069,9,0.9999066591262817,9,0.9985643029212952,9,0.9860721826553345,9,0.992272138595581
39,5,5,0.9998277425765991,5,0.998874843120575,4,0.8814404606819153,5,0.6172699332237244,9,0.9934404492378235,9,0.9287874698638916,7,0.6459807753562927,9,0.973099946975708,5,0.8106685876846313,5,0.9699239134788513,4,0.6839161515235901,9,0.7598810195922852
40,4,4,0.9996256828308105,4,0.9994032382965088,4,0.2987743020057678,0,0.3100828528404236,0,0.8369330763816833,4,0.3313487470149994,9,0.8227226734161377,9,0.5796809196472168,4,0.999298095703125,4,0.9958590865135193,4,0.5495938658714294,4,0.7438945770263672
41,6,6,0.999718964099884,6,0.9949931502342224,4,0.8033046722412109,2,0.5680984258651733,6,0.30843842029571533,6,0.42869246006011963,9,0.6165608167648315,4,0.9429919123649597,6,0.9984880685806274,6,0.9862653613090515,2,0.48293212056159973,6,0.5598408579826355
42,5,5,0.9310036301612854,5,0.9663777351379395,9,0.8113800883293152,3,0.4154249131679535,9,0.7010318040847778,9,0.3687848150730133,9,0.9862398505210876,9,0.9747125506401062,3,0.4929509162902832,3,0.4578370749950409,3,0.544109582901001,3,0.7131719589233398
43,6,6,0.9997122883796692,6,0.8763030171394348,3,0.8066719770431519,4,0.3627738654613495,3,0.42402106523513794,4,0.635685920715332,9,0.5453845262527466,4,0.8574618697166443,3,0.8617450594902039,6,0.4754697382450104,3,0.994594395160675,9,0.4394066035747528
44,0,0,0.999480664730072,0,0.9989224672317505,0,0.7709826827049255,9,0.5481510162353516,0,0.6144748330116272,0,0.8673287034034729,0,0.7689653635025024,0,0.6692938804626465,0,0.8967774510383606,0,0.9980395436286926,0,0.9350813031196594,0,0.5821062922477722
45,9,9,0.9999440908432007,9,0.9998378753662109,9,0.9917096495628357,9,0.9240016341209412,9,0.9813016653060913,9,0.9673159122467041,7,0.851241946220398,9,0.8280935883522034,9,0.9997606873512268,9,0.9993799924850464,9,0.9978641867637634,9,0.965310275554657
46,3,3,0.8940373063087463,3,0.934811532497406,3,0.952364444732666,4,0.7826812863349915,7,0.6871799826622009,3,0.43833765387535095,9,0.7885423302650452,9,0.5253016948699951,3,0.8709821701049805,3,0.44585323333740234,3,0.9971253275871277,3,0.9177846908569336
47,9,8,0.9223508834838867,8,0.8854053020477295,7,0.4633464217185974,9,0.6812279224395752,9,0.9582718014717102,9,0.7778114676475525,9,0.9803140163421631,9,0.46115773916244507,9,0.9462788701057434,8,0.6508182287216187,9,0.8576311469078064,9,0.8785455822944641
48,7,7,0.9942255616188049,7,0.9988223910331726,4,0.8022616505622864,7,0.6954624652862549,4,0.9882779717445374,4,0.9362949132919312,4,0.9877257943153381,4,0.9952757358551025,7,0.8261024951934814,7,0.9954516291618347,4,0.5580182671546936,4,0.6465862393379211
49,6,6,0.9947163462638855,6,0.9339444637298584,4,0.998065173625946,4,0.97425776720047,4,0.9924541115760803,4,0.8289211392402649,4,0.5528996586799622,4,0.977325439453125,4,0.9792407155036926,4,0.29372215270996094,4,0.5971057415008545,4,0.24456314742565155
50,9,9,0.9990084767341614,9,0.9968054294586182,9,0.9763591289520264,9,0.9775941371917725,0,0.944140613079071,8,0.23177862167358398,9,0.9646462202072144,9,0.5651373863220215,9,0.9992450475692749,9,0.9983635544776917,9,0.9913190007209778,9,0.9962330460548401
51,8,8,0.9996987581253052,8,0.9986132383346558,9,0.5633857846260071,4,0.5465107560157776,3,0.8500345945358276,8,0.9195184707641602,9,0.8220220804214478,8,0.8656516075134277,8,0.9587950110435486,8,0.9797381162643433,8,0.7834148406982422,8,0.6091955304145813
52,0,9,0.617314338684082,0,0.7219308614730835,0,0.9928669929504395,9,0.488402783870697,0,0.905647337436676,0,0.3745182156562805,9,0.38941773772239685,9,0.2676990330219269,9,0.9571642875671387,9,0.5638361573219299,3,0.7791167497634888,0,0.4374173581600189
53,3,3,0.9940009713172913,3,0.871971845626831,3,0.8302292227745056,3,0.9723747372627258,7,0.98936927318573,4,0.8890542984008789,9,0.41653451323509216,9,0.5391494631767273,3,0.9750543236732483,3,0.9256409406661987,3,0.9681781530380249,9,0.3523857295513153
54,8,8,0.9999909400939941,8,0.995416522026062,8,0.993194580078125,8,0.641141951084137,9,0.8450844287872314,9,0.8205297589302063,9,0.9924822449684143,9,0.9860910773277283,8,0.9994316697120667,8,0.9666174650192261,8,0.8913716673851013,9,0.4575958251953125
55,8,8,0.9999940395355225,8,0.9989646673202515,8,0.9914771914482117,8,0.9899571537971497,8,0.2856521010398865,9,0.5739184021949768,9,0.9660239219665527,9,0.723473310470581,8,0.9997528195381165,8,0.9979220032691956,8,0.9996435642242432,8,0.9950742125511169
56,7,5,0.7008590698242188,7,0.9977533221244812,3,0.964543879032135,7,0.9222882390022278,3,0.504403293132782,9,0.8412352800369263,9,0.6386786699295044,9,0.5165768265724182,5,0.6121680736541748,7,0.9954250454902649,7,0.6751009821891785,7,0.6970510482788086
57,7,7,0.8723732829093933,7,0.4901295304298401,3,0.8141869306564331,3,0.7643024921417236,3,0.5770901441574097,3,0.5740433931350708,9,0.6765862703323364,9,0.9565525650978088,9,0.7424644827842712,3,0.8990451097488403,3,0.946803092956543,9,0.8781815767288208
58,4,5,0.9482594132423401,3,0.7144948840141296,5,0.5430201292037964,4,0.40839532017707825,3,0.8326449394226074,3,0.4148575961589813,9,0.47827523946762085,4,0.4576949179172516,3,0.7257391214370728,5,0.48841461539268494,8,0.4332032799720764,3,0.38879963755607605
59,6,6,0.6786915063858032,5,0.6932865977287292,5,0.5225676894187927,3,0.4484776258468628,7,0.9474568963050842,9,0.7061161398887634,7,0.7802330851554871,9,0.5932673215866089,3,0.766522228717804,3,0.43260228633880615,3,0.8521829843521118,9,0.5163151621818542
60,7,7,0.9988812804222107,7,0.9989573955535889,4,0.513290524482727,4,0.944587230682373,4,0.9972731471061707,4,0.9136816263198853,3,0.3926877975463867,4,0.9568448662757874,7,0.98526531457901,7,0.9969093203544617,3,0.6214171051979065,7,0.5213832855224609
61,3,5,0.8173483610153198,5,0.802631139755249,3,0.725584089756012,5,0.6120412349700928,3,0.725357711315155,9,0.5988762378692627,9,0.3386746048927307,9,0.7317106127738953,5,0.9395331740379333,5,0.9633695483207703,3,0.8094140887260437,3,0.6698483228683472
62,6,6,0.9938544034957886,6,0.9828343391418457,3,0.9422891736030579,9,0.6218135952949524,9,0.8211591839790344,6,0.48918190598487854,3,0.4388124942779541,9,0.4198419153690338,9,0.5205843448638916,4,0.32379981875419617,6,0.505294919013977,2,0.3707473576068878
63,3,3,0.9665493965148926,3,0.9491173028945923,3,0.9998940229415894,3,0.9877653121948242,9,0.9877931475639343,3,0.9407552480697632,1,0.40810343623161316,9,0.8327509760856628,3,0.9997161030769348,3,0.9574339985847473,3,0.9990615248680115,3,0.6248164176940918
64,6,6,0.9985862970352173,6,0.9885568618774414,4,0.865287184715271,4,0.8989772796630859,9,0.7824534177780151,7,0.26993411779403687,9,0.7034797668457031,4,0.3265060484409332,3,0.4693070352077484,6,0.9239445328712463,3,0.9778483510017395,3,0.4927600920200348
65,2,2,0.9993531107902527,2,0.9981943964958191,2,0.9434751272201538,4,0.8936237692832947,2,0.9523195624351501,4,0.5565724968910217,6,0.47354915738105774,4,0.8062185645103455,2,0.9223489761352539,2,0.956598699092865,2,0.9594139456748962,2,0.3311174511909485
66,1,1,0.9474526047706604,1,0.9506015181541443,3,0.8464763760566711,9,0.7364352345466614,9,0.9674608111381531,9,0.7993951439857483,9,0.48580384254455566,9,0.9210783839225769,1,0.926986038684845,1,0.9094580411911011,3,0.9188429713249207,9,0.7509298324584961
67,2,2,0.9780569672584534,2,0.9995951056480408,0,0.9684585928916931,2,0.91862952709198,0,0.9796301126480103,0,0.9189730882644653,0,0.8561778664588928,0,0.6561285257339478,2,0.8840181231498718,2,0.9983769655227661,0,0.8361888527870178,2,0.9828613996505737
68,3,5,0.9927201271057129,5,0.20524689555168152,7,0.5853304266929626,9,0.5346463918685913,7,0.4764963686466217,9,0.6513978838920593,7,0.6780917048454285,9,0.6227214336395264,9,0.5704927444458008,9,0.630962610244751,3,0.7832434773445129,9,0.9582569599151611
69,7,7,0.7929970026016235,7,0.9981057643890381,9,0.5129202604293823,4,0.8749014139175415,9,0.524380624294281,7,0.47171398997306824,9,0.9359626173973083,9,0.6562171578407288,9,0.6182755827903748,7,0.9884387850761414,9,0.4005960524082184,7,0.6449771523475647
70,2,2,0.8729040622711182,2,0.9818182587623596,3,0.943347692489624,3,0.4845033586025238,3,0.6056599020957947,3,0.3173307180404663,3,0.32973116636276245,9,0.32203713059425354,3,0.9970232844352722,3,0.7271323204040527,3,0.7009972929954529,3,0.6538659930229187
71,6,6,0.9988810420036316,6,0.9018285274505615,3,0.8158127665519714,3,0.4406197667121887,9,0.3996366858482361,9,0.9579076170921326,7,0.5332755446434021,9,0.9474546313285828,3,0.9933364391326904,3,0.5397189855575562,3,0.9982796907424927,9,0.7214257717132568
72,8,8,0.999994158744812,8,0.9973512887954712,8,0.8683103322982788,8,0.7973346710205078,3,0.9077491760253906,3,0.36419185996055603,9,0.382481187582016,4,0.5546703934669495,8,0.9963365793228149,8,0.9840099215507507,8,0.833732008934021,8,0.7071431875228882
73,8,8,0.9999934434890747,8,0.9996547698974609,8,0.9910318851470947,0,0.43727681040763855,8,0.988565981388092,9,0.8409647941589355,9,0.9778988361358643,9,0.9355887770652771,8,0.9994310736656189,8,0.9857513308525085,8,0.9869582056999207,8,0.5704928040504456
74,0,0,0.9999034404754639,0,0.9801496863365173,3,0.8285541534423828,0,0.6531615257263184,3,0.719406008720398,9,0.7253534197807312,7,0.557043194770813,9,0.6426538825035095,9,0.6273378133773804,0,0.7860260009765625,9,0.7949578166007996,9,0.9764427542686462
75,2,2,0.9998242259025574,2,0.9993665814399719,0,0.43347883224487305,2,0.6540494561195374,4,0.7186524868011475,2,0.775572657585144,9,0.396185040473938,4,0.386630654335022,2,0.4081261157989502,2,0.9978439807891846,3,0.4750988185405731,3,0.3656260669231415
76,9,9,0.9223184585571289,9,0.9724302291870117,9,0.783983588218689,9,0.6837261915206909,0,0.8817182779312134,9,0.4749484956264496,7,0.8559346199035645,9,0.9673805832862854,9,0.7514867782592773,9,0.9201273918151855,9,0.9991853833198547,9,0.9879878759384155
77,3,5,0.7118068337440491,3,0.9836699962615967,3,0.4901026785373688,3,0.9065884947776794,3,0.7942078709602356,9,0.3333987295627594,9,0.8430600762367249,9,0.9492723941802979,5,0.6855146288871765,3,0.9859448671340942,3,0.6555485129356384,3,0.9137988090515137
78,3,3,0.5771099328994751,5,0.8900881409645081,3,0.9019669890403748,3,0.6483201384544373,9,0.5652881264686584,9,0.5390272736549377,9,0.689106285572052,9,0.941623866558075,3,0.9686262011528015,5,0.9317983984947205,3,0.7157576680183411,5,0.5295442938804626
79,8,8,0.9998871088027954,8,0.9971985816955566,3,0.508668065071106,8,0.3047759532928467,9,0.35403791069984436,8,0.2808023989200592,9,0.9884635806083679,9,0.802152693271637,8,0.9458664059638977,8,0.9586915969848633,3,0.8532961010932922,8,0.33413565158843994
80,8,8,0.9997736811637878,8,0.9997995495796204,8,0.7701241970062256,8,0.855535626411438,9,0.9519342184066772,9,0.6122228503227234,9,0.9942052960395813,9,0.8009141087532043,8,0.8989392518997192,8,0.999752938747406,8,0.6185075044631958,8,0.9938311576843262
81,1,1,0.9857602715492249,1,0.29026636481285095,1,0.6139761805534363,9,0.2121911346912384,9,0.6544556021690369,9,0.7078045606613159,9,0.952163577079773,9,0.8182398676872253,1,0.9951938986778259,9,0.5072358250617981,1,0.7611307501792908,1,0.4120408296585083
82,1,1,0.9998806715011597,1,0.999660849571228,1,0.9191480278968811,1,0.9042150974273682,7,0.3670310080051422,9,0.8881595134735107,9,0.24771514534950256,9,0.8243007063865662,1,0.7988359928131104,1,0.9993425011634827,1,0.6059427857398987,9,0.6231904625892639
83,7,7,0.999836802482605,7,0.9980725049972534,7,0.8785127401351929,7,0.644109845161438,0,0.4427505135536194,7,0.5344567894935608,9,0.9436464905738831,9,0.4255580008029938,7,0.9975014328956604,7,0.9961581826210022,7,0.4242238402366638,7,0.8741835951805115
84,2,2,0.9879656434059143,2,0.9592236280441284,2,0.5360835194587708,9,0.8283472657203674,3,0.7538734078407288,3,0.9701985120773315,9,0.9375354647636414,9,0.9817070364952087,2,0.7042022943496704,2,0.9474208354949951,8,0.4776703715324402,9,0.4070451855659485
85,5,5,0.9903691411018372,5,0.9732394814491272,2,0.21708182990550995,9,0.4801640510559082,9,0.6978144645690918,4,0.39479026198387146,4,0.25398579239845276,3,0.25429368019104004,5,0.9946430921554565,5,0.9702113270759583,9,0.6198169589042664,9,0.9131331443786621
86,2,2,0.9317142367362976,2,0.9589576721191406,2,0.582850992679596,7,0.5411297678947449,9,0.6641808748245239,8,0.5030407905578613,9,0.9830013513565063,9,0.9029666185379028,2,0.9826357364654541,2,0.42285624146461487,9,0.7472583651542664,9,0.9156641364097595
87,7,7,0.8598924875259399,7,0.964953601360321,3,0.6620196104049683,9,0.3828917443752289,3,0.4453212022781372,3,0.48308858275413513,9,0.959489643573761,9,0.9191597104072571,9,0.5299643874168396,9,0.28985872864723206,8,0.38982516527175903,9,0.8474047780036926
88,8,8,0.9999136924743652,8,0.9997128844261169,9,0.8334298133850098,8,0.7704540491104126,9,0.9818689227104187,8,0.7120872139930725,9,0.9785768985748291,9,0.9524930119514465,8,0.9980186223983765,8,0.9989076852798462,8,0.8690565824508667,8,0.6655869483947754
89,9,9,0.9999183416366577,9,0.9997623562812805,9,0.9981340765953064,9,0.8735111355781555,9,0.5804518461227417,9,0.610558807849884,9,0.9622332453727722,9,0.76590496301651,9,0.9999396800994873,9,0.9998063445091248,9,0.9941144585609436,9,0.9988443851470947
90,0,0,0.9992780089378357,0,0.9997345805168152,1,0.8281586766242981,0,0.9634943008422852,7,0.37271881103515625,0,0.6518353819847107,0,0.9663938879966736,9,0.8574026226997375,0,0.7661034464836121,0,0.9991934895515442,0,0.3995239734649658,0,0.9496394991874695
91,3,3,0.995175838470459,3,0.9891365766525269,3,0.625492513179779,3,0.9209485054016113,3,0.8316593766212463,9,0.6237516403198242,7,0.7568076848983765,9,0.433124840259552,3,0.8996672630310059,3,0.9798198342323303,3,0.9155170321464539,3,0.7813616394996643
92,8,8,0.9997708201408386,8,0.9949967861175537,9,0.7146355509757996,8,0.6305142045021057,9,0.5985795259475708,8,0.8176258206367493,9,0.9000123143196106,9,0.9592419266700745,8,0.996914267539978,8,0.9744250774383545,8,0.7774803042411804,8,0.7331607341766357
93,6,6,0.9999765157699585,6,0.9947547912597656,3,0.9273278713226318,4,0.7320318818092346,9,0.8055893778800964,8,0.41268283128738403,9,0.6148843169212341,9,0.6443029046058655,6,0.6622326374053955,6,0.9683956503868103,3,0.9762362837791443,9,0.3249593675136566
94,4,4,0.9904898405075073,4,0.9994158744812012,4,0.8444901704788208,4,0.9996356964111328,4,0.9966306090354919,4,0.9983648657798767,4,0.9896289706230164,4,0.5829277038574219,4,0.9894927740097046,4,0.9997114539146423,2,0.7106661200523376,4,0.8417435884475708
95,6,6,0.9741643071174622,6,0.9785970449447632,5,0.6152247786521912,3,0.7596870064735413,4,0.9687975645065308,4,0.9162646532058716,9,0.5450049638748169,4,0.3358263075351715,5,0.8192119002342224,6,0.8286874890327454,3,0.8476317524909973,9,0.5279471278190613
96,6,6,0.9996769428253174,6,0.9662962555885315,6,0.9926443099975586,6,0.5907993316650391,6,0.9964467883110046,4,0.8922945261001587,6,0.9794496297836304,6,0.4858623147010803,6,0.4873977303504944,4,0.8329324722290039,4,0.867296576499939,2,0.5644747614860535
97,0,2,0.7187911868095398,0,0.6039707660675049,0,0.6512158513069153,0,0.9142135977745056,0,0.5274842381477356,0,0.8455359935760498,8,0.4651476740837097,4,0.5900883674621582,0,0.45961424708366394,2,0.44983717799186707,8,0.9269170761108398,2,0.369528591632843
98,0,0,0.9997081160545349,0,0.9915971159934998,0,0.8811824321746826,0,0.5840414762496948,0,0.6846386790275574,0,0.5363231897354126,3,0.5457051992416382,3,0.3270312547683716,0,0.9978544116020203,0,0.987984836101532,0,0.7968709468841553,3,0.2619248032569885
99,7,7,0.9999992847442627,7,0.997791051864624,3,0.9848282933235168,7,0.7705532312393188,3,0.8033454418182373,7,0.769568145275116,3,0.6649621725082397,9,0.6104686856269836,7,0.9999912977218628,7,0.9916260242462158,7,0.9939149022102356,7,0.6913100481033325
