x,y,label,class,domain,model
-5.769602,-11.309117,8,ship,clean,ViT-S/16
6.0876245,9.12581,7,horse,clean,ViT-S/16
8.244055,-6.91644,6,frog,clean,ViT-S/16
6.371704,4.5259266,2,bird,clean,ViT-S/16
6.8059325,11.314962,5,dog,clean,ViT-S/16
8.765322,-9.53491,2,bird,clean,ViT-S/16
-2.2252336,-8.249451,8,ship,clean,ViT-S/16
-13.750303,-1.0732617,9,truck,clean,ViT-S/16
4.552357,-7.2929835,6,frog,clean,ViT-S/16
-4.185651,2.003635,0,airplane,clean,ViT-S/16
-2.6417334,-6.5448956,0,airplane,clean,ViT-S/16
7.709869,7.1795573,5,dog,clean,ViT-S/16
8.811974,-8.538929,2,bird,clean,ViT-S/16
-14.194313,2.756298,9,truck,clean,ViT-S/16
5.9303393,9.596199,5,dog,clean,ViT-S/16
9.199455,4.041213,4,deer,clean,ViT-S/16
5.122199,-8.5703745,2,bird,clean,ViT-S/16
-16.209194,8.055909,1,automobile,clean,ViT-S/16
5.2406573,2.9161053,6,frog,clean,ViT-S/16
7.701628,-10.785983,6,frog,clean,ViT-S/16
-4.496626,-5.079456,8,ship,clean,ViT-S/16
6.767142,5.870628,4,deer,clean,ViT-S/16
-9.0074,-13.94309,8,ship,clean,ViT-S/16
12.024189,-4.716401,4,deer,clean,ViT-S/16
4.85442,4.672664,5,dog,clean,ViT-S/16
-8.852982,-7.410807,0,airplane,clean,ViT-S/16
-15.005884,-1.3458449,9,truck,clean,ViT-S/16
-10.032942,0.47184536,9,truck,clean,ViT-S/16
-14.166075,-3.7574458,9,truck,clean,ViT-S/16
-5.154805,-6.117681,8,ship,clean,ViT-S/16
-17.565733,0.7886275,9,truck,clean,ViT-S/16
-16.188364,-0.010970861,9,truck,clean,ViT-S/16
8.059885,-0.62660885,3,cat,clean,ViT-S/16
6.5314603,13.606138,7,horse,clean,ViT-S/16
7.479177,4.8545494,5,dog,clean,ViT-S/16
-11.043329,-2.7416093,0,airplane,clean,ViT-S/16
1.2914729,-0.99441004,0,airplane,clean,ViT-S/16
9.311058,8.1814995,5,dog,clean,ViT-S/16
6.3093114,-14.581713,2,bird,clean,ViT-S/16
8.757257,-14.269981,2,bird,clean,ViT-S/16
5.9114013,1.8468599,3,cat,clean,ViT-S/16
-7.3515053,-14.645379,8,ship,clean,ViT-S/16
6.518048,-10.172553,6,frog,clean,ViT-S/16
8.928335,-0.69357777,3,cat,clean,ViT-S/16
10.370123,2.2112517,4,deer,clean,ViT-S/16
-6.477966,-9.831116,0,airplane,clean,ViT-S/16
10.559273,3.2880275,5,dog,clean,ViT-S/16
-5.819183,-8.60534,8,ship,clean,ViT-S/16
-6.0517263,-1.8944583,0,airplane,clean,ViT-S/16
-12.104511,1.9519794,1,automobile,clean,ViT-S/16
5.3201475,14.092362,7,horse,clean,ViT-S/16
11.691566,-4.811546,2,bird,clean,ViT-S/16
-8.378099,-10.855396,8,ship,clean,ViT-S/16
-3.7075095,-9.820648,8,ship,clean,ViT-S/16
7.143558,11.501832,7,horse,clean,ViT-S/16
-5.6551456,-12.37205,8,ship,clean,ViT-S/16
6.1698723,5.827598,5,dog,clean,ViT-S/16
-14.519793,3.3143744,1,automobile,clean,ViT-S/16
-9.1868305,-12.142831,8,ship,clean,ViT-S/16
-4.9803925,11.416423,7,horse,clean,ViT-S/16
-17.392458,7.478072,1,automobile,clean,ViT-S/16
7.758862,1.8876712,3,cat,clean,ViT-S/16
-4.8316827,-10.745817,0,airplane,clean,ViT-S/16
9.097666,5.0944552,5,dog,clean,ViT-S/16
6.329539,17.173765,7,horse,clean,ViT-S/16
-17.023712,-2.404305,9,truck,clean,ViT-S/16
8.582212,11.090276,7,horse,clean,ViT-S/16
0.1811912,-4.1401315,4,deer,clean,ViT-S/16
8.258396,7.162061,5,dog,clean,ViT-S/16
-7.450956,-3.70055,9,truck,clean,ViT-S/16
-10.837349,-4.553507,8,ship,clean,ViT-S/16
0.5167637,-6.4255795,0,airplane,clean,ViT-S/16
8.089706,14.341409,7,horse,clean,ViT-S/16
-17.540022,-1.2054436,9,truck,clean,ViT-S/16
2.0932786,-2.9559643,8,ship,clean,ViT-S/16
7.196879,-7.784421,2,bird,clean,ViT-S/16
8.464157,15.0485,7,horse,clean,ViT-S/16
4.9109626,-7.788504,6,frog,clean,ViT-S/16
-16.729975,0.45639774,9,truck,clean,ViT-S/16
11.049187,3.966727,4,deer,clean,ViT-S/16
8.582945,1.9248848,3,cat,clean,ViT-S/16
-16.95492,1.033157,9,truck,clean,ViT-S/16
-1.5401524,-3.7406673,6,frog,clean,ViT-S/16
11.042282,-2.2178714,4,deer,clean,ViT-S/16
6.293704,13.326946,7,horse,clean,ViT-S/16
4.316504,-7.1994414,6,frog,clean,ViT-S/16
7.287933,12.854806,5,dog,clean,ViT-S/16
-18.814137,9.119069,1,automobile,clean,ViT-S/16
5.421076,8.587263,5,dog,clean,ViT-S/16
-8.514187,-8.334526,8,ship,clean,ViT-S/16
-9.581104,-11.563578,8,ship,clean,ViT-S/16
-7.7981277,-6.2442026,0,airplane,clean,ViT-S/16
13.016863,-1.3769213,4,deer,clean,ViT-S/16
-8.669363,1.1528957,0,airplane,clean,ViT-S/16
7.660027,10.746114,5,dog,clean,ViT-S/16
8.1920185,10.680156,5,dog,clean,ViT-S/16
-18.44053,7.6632023,1,automobile,clean,ViT-S/16
-19.185661,7.5460005,1,automobile,clean,ViT-S/16
-5.6750803,-8.360581,8,ship,clean,ViT-S/16
-15.136278,0.22237387,9,truck,clean,ViT-S/16
-4.3074903,-6.01326,0,airplane,clean,ViT-S/16
7.520697,0.21002117,3,cat,clean,ViT-S/16
-15.910164,9.807272,1,automobile,clean,ViT-S/16
-16.263086,2.0491152,9,truck,clean,ViT-S/16
4.5090938,-12.263682,2,bird,clean,ViT-S/16
7.902844,-14.612086,2,bird,clean,ViT-S/16
6.882138,7.813158,5,dog,clean,ViT-S/16
4.220017,1.9095955,3,cat,clean,ViT-S/16
-13.620878,-0.47266304,9,truck,clean,ViT-S/16
-12.295364,-1.345784,9,truck,clean,ViT-S/16
12.81591,-1.5855348,4,deer,clean,ViT-S/16
0.32936525,-9.33674,0,airplane,clean,ViT-S/16
6.5689254,0.5517638,3,cat,clean,ViT-S/16
-4.576812,-5.1869526,0,airplane,clean,ViT-S/16
-7.310941,-6.970867,0,airplane,clean,ViT-S/16
-14.968143,0.12896979,9,truck,clean,ViT-S/16
-5.995238,-13.477274,8,ship,clean,ViT-S/16
-16.482416,5.200003,1,automobile,clean,ViT-S/16
5.343932,9.496066,5,dog,clean,ViT-S/16
3.3144035,13.710897,7,horse,clean,ViT-S/16
-11.725174,-6.47392,0,airplane,clean,ViT-S/16
1.0912507,-7.9564104,8,ship,clean,ViT-S/16
4.466974,-2.7294445,2,bird,clean,ViT-S/16
10.493389,0.023674905,4,deer,clean,ViT-S/16
3.7546883,17.59929,7,horse,clean,ViT-S/16
-0.47543776,1.5920473,0,airplane,clean,ViT-S/16
8.90295,-8.7434845,2,bird,clean,ViT-S/16
10.66741,5.251195,3,cat,clean,ViT-S/16
5.5695558,-7.7425766,6,frog,clean,ViT-S/16
4.977729,3.608323,3,cat,clean,ViT-S/16
-8.515011,-11.199532,8,ship,clean,ViT-S/16
7.88606,7.519149,5,dog,clean,ViT-S/16
-9.527607,-4.3256145,0,airplane,clean,ViT-S/16
7.6323485,-2.3754334,3,cat,clean,ViT-S/16
13.121746,-2.616647,4,deer,clean,ViT-S/16
10.622442,-0.37323198,3,cat,clean,ViT-S/16
-19.164017,-0.44327524,9,truck,clean,ViT-S/16
-11.441185,-1.9698503,0,airplane,clean,ViT-S/16
9.012527,-11.414615,6,frog,clean,ViT-S/16
-19.896534,9.693745,1,automobile,clean,ViT-S/16
-13.022621,-4.1803737,0,airplane,clean,ViT-S/16
-17.515997,-1.522927,9,truck,clean,ViT-S/16
-7.929695,0.6253308,1,automobile,clean,ViT-S/16
-3.583143,-8.034502,0,airplane,clean,ViT-S/16
3.5413985,13.004731,7,horse,clean,ViT-S/16
-17.23775,-2.729038,9,truck,clean,ViT-S/16
-15.907652,5.4430895,1,automobile,clean,ViT-S/16
7.8331494,-14.367824,2,bird,clean,ViT-S/16
6.8256154,-11.098129,6,frog,clean,ViT-S/16
-19.902441,1.0689324,9,truck,clean,ViT-S/16
4.61945,3.6585407,3,cat,clean,ViT-S/16
11.05378,-1.5411088,4,deer,clean,ViT-S/16
3.8387694,-11.852148,6,frog,clean,ViT-S/16
-5.1892524,-5.914564,0,airplane,clean,ViT-S/16
-7.3445835,-6.9566507,0,airplane,clean,ViT-S/16
5.537941,-12.084456,6,frog,clean,ViT-S/16
6.518495,-10.05193,6,frog,clean,ViT-S/16
6.417473,-10.708329,6,frog,clean,ViT-S/16
8.729658,0.9567833,3,cat,clean,ViT-S/16
5.031822,-9.794377,2,bird,clean,ViT-S/16
8.333248,-10.938879,6,frog,clean,ViT-S/16
-15.633059,2.7136288,1,automobile,clean,ViT-S/16
-13.99328,-8.283017,8,ship,clean,ViT-S/16
6.376974,-13.4005995,2,bird,clean,ViT-S/16
-19.611338,7.0125294,1,automobile,clean,ViT-S/16
10.5827465,-9.230988,6,frog,clean,ViT-S/16
-11.672535,-11.651997,8,ship,clean,ViT-S/16
5.0051374,-12.76837,6,frog,clean,ViT-S/16
0.31856048,-6.2566857,8,ship,clean,ViT-S/16
1.2562013,-4.0991454,0,airplane,clean,ViT-S/16
12.4251995,2.316855,4,deer,clean,ViT-S/16
-0.85070133,-5.1647973,0,airplane,clean,ViT-S/16
7.5707335,14.167753,7,horse,clean,ViT-S/16
7.32301,17.996948,7,horse,clean,ViT-S/16
8.332081,7.158583,5,dog,clean,ViT-S/16
7.3683906,10.84916,5,dog,clean,ViT-S/16
10.035688,-1.674838,3,cat,clean,ViT-S/16
8.354698,9.78741,5,dog,clean,ViT-S/16
9.06538,-13.652046,2,bird,clean,ViT-S/16
7.334518,2.4196625,3,cat,clean,ViT-S/16
9.128363,10.924835,4,deer,clean,ViT-S/16
-11.913206,1.3027508,1,automobile,clean,ViT-S/16
5.0083036,18.03406,7,horse,clean,ViT-S/16
6.5255284,12.3840685,5,dog,clean,ViT-S/16
12.016722,-2.7060938,4,deer,clean,ViT-S/16
6.6699758,-12.203747,6,frog,clean,ViT-S/16
-16.708334,6.6002607,1,automobile,clean,ViT-S/16
-15.839247,2.1803734,9,truck,clean,ViT-S/16
8.94076,5.92906,3,cat,clean,ViT-S/16
5.180212,-10.236741,6,frog,clean,ViT-S/16
6.4583364,-10.867909,6,frog,clean,ViT-S/16
-20.073605,0.7691884,9,truck,clean,ViT-S/16
7.1483426,0.6052358,3,cat,clean,ViT-S/16
-9.147182,-11.807619,8,ship,clean,ViT-S/16
-3.6639016,-5.7657213,0,airplane,clean,ViT-S/16
1.3204579,15.926274,7,horse,clean,ViT-S/16
9.809881,-3.5484948,2,bird,clean,ViT-S/16
4.8138146,-12.352259,6,frog,clean,ViT-S/16
6.8601565,-11.226517,2,bird,clean,ViT-S/16
6.5744557,8.675545,5,dog,clean,ViT-S/16
-7.641139,-13.099401,8,ship,clean,ViT-S/16
8.373228,10.181035,5,dog,clean,ViT-S/16
9.787481,4.1870346,4,deer,clean,ViT-S/16
2.8306932,-8.740603,6,frog,clean,ViT-S/16
-6.2475677,-11.86488,8,ship,clean,ViT-S/16
-18.03828,1.8724718,9,truck,clean,ViT-S/16
-16.18388,2.3510458,9,truck,clean,ViT-S/16
-16.467527,7.731901,1,automobile,clean,ViT-S/16
-13.541557,-6.9773526,0,airplane,clean,ViT-S/16
7.459661,-11.632481,2,bird,clean,ViT-S/16
9.272205,-12.971776,2,bird,clean,ViT-S/16
11.362011,3.1018531,7,horse,clean,ViT-S/16
9.660702,1.1750327,3,cat,clean,ViT-S/16
8.446133,-5.1599684,2,bird,clean,ViT-S/16
-9.953022,-10.017577,8,ship,clean,ViT-S/16
-8.288908,-5.0698314,0,airplane,clean,ViT-S/16
-16.524544,-2.3892767,9,truck,clean,ViT-S/16
9.8191185,9.655281,5,dog,clean,ViT-S/16
-6.308473,-12.678116,8,ship,clean,ViT-S/16
-14.064106,1.2449813,1,automobile,clean,ViT-S/16
-18.035446,1.5393828,9,truck,clean,ViT-S/16
10.896744,4.432445,4,deer,clean,ViT-S/16
-14.037043,6.0772943,1,automobile,clean,ViT-S/16
8.86787,4.3968925,3,cat,clean,ViT-S/16
3.3806973,-1.5723068,8,ship,clean,ViT-S/16
-18.569942,9.122284,1,automobile,clean,ViT-S/16
6.6816773,-4.978944,4,deer,clean,ViT-S/16
4.3132257,16.082796,7,horse,clean,ViT-S/16
-18.963985,0.04287818,9,truck,clean,ViT-S/16
6.664786,-2.1313956,4,deer,clean,ViT-S/16
6.692414,-9.831762,2,bird,clean,ViT-S/16
0.14665937,16.368008,7,horse,clean,ViT-S/16
-0.45738828,0.13741481,0,airplane,clean,ViT-S/16
-2.4022079,8.943676,7,horse,clean,ViT-S/16
-3.7814846,-10.729725,0,airplane,clean,ViT-S/16
6.8700166,-9.921252,6,frog,clean,ViT-S/16
6.355809,-13.320995,6,frog,clean,ViT-S/16
-18.38034,-2.308258,9,truck,clean,ViT-S/16
-3.7168126,-5.0332336,0,airplane,clean,ViT-S/16
-13.913099,3.2710028,9,truck,clean,ViT-S/16
9.454401,1.6273438,2,bird,clean,ViT-S/16
-5.819432,-7.5452423,8,ship,clean,ViT-S/16
2.5850878,10.948442,7,horse,clean,ViT-S/16
11.681978,-5.3510303,2,bird,clean,ViT-S/16
8.258472,-3.1734853,2,bird,clean,ViT-S/16
7.06768,9.226513,5,dog,clean,ViT-S/16
-17.203491,7.873167,1,automobile,clean,ViT-S/16
4.878823,-16.130371,2,bird,clean,ViT-S/16
3.209166,-11.049953,6,frog,clean,ViT-S/16
10.1023655,-11.381086,2,bird,clean,ViT-S/16
-14.600224,3.0765543,9,truck,clean,ViT-S/16
7.1868377,-13.478917,6,frog,clean,ViT-S/16
11.709122,-0.4938817,2,bird,clean,ViT-S/16
4.4158635,7.5333085,3,cat,clean,ViT-S/16
-8.622192,-5.799612,0,airplane,clean,ViT-S/16
4.178793,3.8756316,3,cat,clean,ViT-S/16
-14.280043,-1.5915326,9,truck,clean,ViT-S/16
-16.36882,0.61072326,8,ship,clean,ViT-S/16
4.0713453,14.279164,7,horse,clean,ViT-S/16
-9.83783,-16.074608,8,ship,clean,ViT-S/16
-10.998131,-11.711577,8,ship,clean,ViT-S/16
10.886913,-3.0547886,4,deer,clean,ViT-S/16
-9.059587,-7.2867255,0,airplane,clean,ViT-S/16
-18.383286,5.8600755,1,automobile,clean,ViT-S/16
-6.97256,-11.785294,8,ship,clean,ViT-S/16
8.57361,-11.530572,2,bird,clean,ViT-S/16
5.527104,16.43769,7,horse,clean,ViT-S/16
-14.745937,-0.110931724,9,truck,clean,ViT-S/16
6.518478,5.4147954,3,cat,clean,ViT-S/16
4.9663916,-12.214876,6,frog,clean,ViT-S/16
-18.515238,6.913872,1,automobile,clean,ViT-S/16
-17.541689,1.2561651,9,truck,clean,ViT-S/16
5.3864546,-3.4369936,0,airplane,clean,ViT-S/16
7.5380034,13.771966,7,horse,clean,ViT-S/16
11.991066,0.33722368,3,cat,clean,ViT-S/16
5.5470033,14.552822,7,horse,clean,ViT-S/16
11.94095,-0.7497857,4,deer,clean,ViT-S/16
10.827715,8.509801,5,dog,clean,ViT-S/16
-9.633631,-9.933239,0,airplane,clean,ViT-S/16
-2.792503,-1.53288,0,airplane,clean,ViT-S/16
7.235703,-13.193501,2,bird,clean,ViT-S/16
-17.08827,-0.44678855,9,truck,clean,ViT-S/16
9.509645,1.5554807,3,cat,clean,ViT-S/16
10.700998,-1.1643884,4,deer,clean,ViT-S/16
-12.934414,-3.5889192,0,airplane,clean,ViT-S/16
5.7530704,-6.133404,6,frog,clean,ViT-S/16
7.4258094,-11.627714,2,bird,clean,ViT-S/16
7.984512,6.1624255,5,dog,clean,ViT-S/16
11.004671,-2.4336169,3,cat,clean,ViT-S/16
4.8524685,2.3189316,7,horse,clean,ViT-S/16
6.508141,3.4443653,3,cat,clean,ViT-S/16
3.9495478,16.097404,7,horse,clean,ViT-S/16
6.4226503,-10.704854,2,bird,clean,ViT-S/16
10.913235,3.2497723,5,dog,clean,ViT-S/16
6.6892715,7.7968607,3,cat,clean,ViT-S/16
-16.617407,5.4029584,1,automobile,clean,ViT-S/16
-19.051891,8.179999,1,automobile,clean,ViT-S/16
11.219568,1.1330473,4,deer,clean,ViT-S/16
-16.462381,0.6595447,9,truck,clean,ViT-S/16
-13.118572,1.0686947,9,truck,clean,ViT-S/16
9.542265,5.6703,5,dog,clean,ViT-S/16
3.9436383,15.360681,7,horse,clean,ViT-S/16
7.6931043,8.190481,5,dog,clean,ViT-S/16
-0.64219344,-9.828429,0,airplane,clean,ViT-S/16
8.369394,-16.70521,2,bird,clean,ViT-S/16
3.5005574,-11.752714,2,bird,clean,ViT-S/16
4.3406773,-6.181495,2,bird,clean,ViT-S/16
-18.105284,0.12931716,9,truck,clean,ViT-S/16
6.9675317,10.72605,7,horse,clean,ViT-S/16
7.3168654,1.463036,3,cat,clean,ViT-S/16
-14.864635,1.401,9,truck,clean,ViT-S/16
12.774364,7.2689447,4,deer,clean,ViT-S/16
10.805552,-6.466372,3,cat,clean,ViT-S/16
7.8013673,10.5833025,5,dog,clean,ViT-S/16
8.666054,1.6990104,4,deer,clean,ViT-S/16
3.929759,-14.638457,6,frog,clean,ViT-S/16
9.62747,7.914543,5,dog,clean,ViT-S/16
8.591799,-11.987362,6,frog,clean,ViT-S/16
-18.64241,8.572021,1,automobile,clean,ViT-S/16
9.487013,2.1826153,4,deer,clean,ViT-S/16
6.4232163,1.2210275,3,cat,clean,ViT-S/16
12.748047,0.5350697,4,deer,clean,ViT-S/16
11.574217,12.163865,4,deer,clean,ViT-S/16
10.546867,0.41096136,3,cat,clean,ViT-S/16
8.959347,3.9388688,7,horse,clean,ViT-S/16
-8.230263,-10.10884,8,ship,clean,ViT-S/16
11.56212,1.2240523,3,cat,clean,ViT-S/16
3.2478118,16.791147,7,horse,clean,ViT-S/16
-8.741623,-14.115408,8,ship,clean,ViT-S/16
-4.9960723,-8.067262,0,airplane,clean,ViT-S/16
8.129044,9.426205,5,dog,clean,ViT-S/16
4.193064,17.58785,7,horse,clean,ViT-S/16
9.501759,-11.180787,6,frog,clean,ViT-S/16
-9.863937,-5.598679,0,airplane,clean,ViT-S/16
11.080898,7.1309566,5,dog,clean,ViT-S/16
9.896677,3.3007665,4,deer,clean,ViT-S/16
-5.371936,-0.40123254,8,ship,clean,ViT-S/16
6.6380153,-11.966681,6,frog,clean,ViT-S/16
-7.7979484,-12.557285,8,ship,clean,ViT-S/16
4.7959046,7.420406,5,dog,clean,ViT-S/16
5.3280015,10.544407,5,dog,clean,ViT-S/16
-11.225126,-4.6779594,9,truck,clean,ViT-S/16
-16.721447,1.0156411,9,truck,clean,ViT-S/16
-18.221813,0.90656507,9,truck,clean,ViT-S/16
12.414339,5.558521,5,dog,clean,ViT-S/16
-4.994304,-8.613732,0,airplane,clean,ViT-S/16
-19.527489,8.940308,1,automobile,clean,ViT-S/16
-3.3878486,5.2301726,0,airplane,clean,ViT-S/16
-7.949568,-13.009358,8,ship,clean,ViT-S/16
-18.283901,5.738665,1,automobile,clean,ViT-S/16
-18.401012,5.2519307,1,automobile,clean,ViT-S/16
-9.194927,-10.86726,8,ship,clean,ViT-S/16
-9.581848,-1.6447337,0,airplane,clean,ViT-S/16
7.152737,-8.714504,2,bird,clean,ViT-S/16
6.3874135,-7.8696647,2,bird,clean,ViT-S/16
-2.8492818,-6.254843,0,airplane,clean,ViT-S/16
11.501263,-2.499904,4,deer,clean,ViT-S/16
