x,y,label,class,domain,model
-1.6153879,5.469906,9,truck,clean,ResNet-50
-12.586565,-28.46494,5,dog,clean,ResNet-50
0.46933386,-1.07305,4,deer,clean,ResNet-50
-9.334175,2.1659405,6,frog,clean,ResNet-50
-5.262477,-8.507723,5,dog,clean,ResNet-50
-9.96849,1.5580444,6,frog,clean,ResNet-50
11.952214,-0.95331895,0,airplane,clean,ResNet-50
-2.2932234,6.8919945,9,truck,clean,ResNet-50
-3.581031,-3.4866369,3,cat,clean,ResNet-50
5.523439,1.1036474,9,truck,clean,ResNet-50
-2.1756454,-5.577698,7,horse,clean,ResNet-50
-7.061975,1.3101332,6,frog,clean,ResNet-50
-0.97553164,2.3763895,9,truck,clean,ResNet-50
17.516901,0.8086247,8,ship,clean,ResNet-50
-0.8287729,1.050079,0,airplane,clean,ResNet-50
-5.040653,-5.8873343,3,cat,clean,ResNet-50
75.04075,-0.22332358,8,ship,clean,ResNet-50
36.95635,0.3236682,8,ship,clean,ResNet-50
-3.3891177,-5.2000704,7,horse,clean,ResNet-50
-2.6862812,-2.9067178,7,horse,clean,ResNet-50
-2.2226987,-2.9477603,4,deer,clean,ResNet-50
-3.0117288,-1.9292696,6,frog,clean,ResNet-50
-2.07423,-7.5553694,7,horse,clean,ResNet-50
-5.3290763,-8.69322,3,cat,clean,ResNet-50
-2.5212708,1.0841459,6,frog,clean,ResNet-50
-3.9106255,-5.0635676,3,cat,clean,ResNet-50
-8.480453,1.4830827,6,frog,clean,ResNet-50
-3.4972444,-1.5580318,2,bird,clean,ResNet-50
-2.5347354,9.397507,1,automobile,clean,ResNet-50
0.6353248,-2.2544947,2,bird,clean,ResNet-50
-5.4846463,-9.980697,3,cat,clean,ResNet-50
-1.7922283,-1.4665565,7,horse,clean,ResNet-50
-0.38176146,-0.8913132,2,bird,clean,ResNet-50
-8.2706585,1.0736392,6,frog,clean,ResNet-50
65.75826,0.45053154,8,ship,clean,ResNet-50
71.36902,0.14463603,8,ship,clean,ResNet-50
4.01737,-0.04240654,0,airplane,clean,ResNet-50
-2.1270435,-2.2296016,2,bird,clean,ResNet-50
0.35082278,2.254623,9,truck,clean,ResNet-50
-3.9543235,-6.0991573,3,cat,clean,ResNet-50
-4.769188,-7.1843934,3,cat,clean,ResNet-50
52.559135,0.5172909,8,ship,clean,ResNet-50
26.473787,0.8134993,8,ship,clean,ResNet-50
-2.6637433,10.533537,1,automobile,clean,ResNet-50
-6.69845,31.04217,1,automobile,clean,ResNet-50
-2.5257106,-8.071354,7,horse,clean,ResNet-50
-2.433489,-2.6086361,2,bird,clean,ResNet-50
-3.4954598,-5.898393,5,dog,clean,ResNet-50
-1.869515,-1.0368826,2,bird,clean,ResNet-50
-1.921885,-3.1209588,7,horse,clean,ResNet-50
27.194374,1.0692147,8,ship,clean,ResNet-50
-1.3344542,5.261664,9,truck,clean,ResNet-50
8.823414,0.024804786,0,airplane,clean,ResNet-50
-3.926281,-4.022498,3,cat,clean,ResNet-50
33.1225,0.8159258,8,ship,clean,ResNet-50
-13.841379,3.3806584,6,frog,clean,ResNet-50
-3.0582335,-2.3521445,4,deer,clean,ResNet-50
-5.971682,0.5961911,6,frog,clean,ResNet-50
-7.8514166,1.3911349,6,frog,clean,ResNet-50
2.8893447,-1.4533828,0,airplane,clean,ResNet-50
1.6100719,-2.0027118,0,airplane,clean,ResNet-50
-2.7441216,-5.10258,7,horse,clean,ResNet-50
-2.2016318,-2.0847855,4,deer,clean,ResNet-50
-6.996982,-13.342882,5,dog,clean,ResNet-50
-3.8768284,-0.28244898,6,frog,clean,ResNet-50
-8.428014,-9.252618,3,cat,clean,ResNet-50
-5.8981023,26.871197,1,automobile,clean,ResNet-50
-10.514053,52.03451,1,automobile,clean,ResNet-50
-3.4327564,-3.715531,3,cat,clean,ResNet-50
-15.1719055,3.6275294,6,frog,clean,ResNet-50
11.158657,0.6208655,8,ship,clean,ResNet-50
-3.7197149,-5.959387,7,horse,clean,ResNet-50
-2.712822,-1.556346,4,deer,clean,ResNet-50
7.163335,-0.6067271,0,airplane,clean,ResNet-50
-1.7857947,-0.32631645,6,frog,clean,ResNet-50
-2.6093206,-2.750448,2,bird,clean,ResNet-50
-4.311688,18.36982,1,automobile,clean,ResNet-50
-3.8948414,-3.9237993,3,cat,clean,ResNet-50
4.6380377,-1.2262362,0,airplane,clean,ResNet-50
-2.0263019,-1.0614961,4,deer,clean,ResNet-50
-2.8770354,-2.0693557,2,bird,clean,ResNet-50
-2.273474,-2.886454,7,horse,clean,ResNet-50
16.82402,1.1065623,8,ship,clean,ResNet-50
-3.1472566,-3.2919092,3,cat,clean,ResNet-50
-7.093047,32.676834,1,automobile,clean,ResNet-50
-0.39651328,-0.9981038,2,bird,clean,ResNet-50
75.09654,-0.6059407,8,ship,clean,ResNet-50
0.2917303,-1.4531672,0,airplane,clean,ResNet-50
32.428715,0.3477088,8,ship,clean,ResNet-50
-3.1749945,-1.9269447,3,cat,clean,ResNet-50
-3.8874705,-5.013757,5,dog,clean,ResNet-50
-0.35025123,-1.2474986,2,bird,clean,ResNet-50
-1.2108437,-1.5223188,4,deer,clean,ResNet-50
-11.9575205,59.879944,1,automobile,clean,ResNet-50
53.359825,0.89687204,8,ship,clean,ResNet-50
-2.4914637,6.303101,9,truck,clean,ResNet-50
-2.4857018,7.111908,1,automobile,clean,ResNet-50
-2.3771641,-3.0037134,2,bird,clean,ResNet-50
-2.6691227,7.719974,9,truck,clean,ResNet-50
-1.8316568,-7.4234724,7,horse,clean,ResNet-50
-4.753223,-0.57818145,2,bird,clean,ResNet-50
15.1879835,1.1174111,9,truck,clean,ResNet-50
-9.124026,1.92261,6,frog,clean,ResNet-50
-11.148022,-22.824783,5,dog,clean,ResNet-50
-4.039648,-0.23164462,6,frog,clean,ResNet-50
-3.7683403,-5.277978,3,cat,clean,ResNet-50
14.401645,0.5432867,8,ship,clean,ResNet-50
-1.8696314,-1.724218,7,horse,clean,ResNet-50
-8.307832,1.3879279,6,frog,clean,ResNet-50
-4.5374975,-6.7346067,2,bird,clean,ResNet-50
-9.124889,-17.243963,5,dog,clean,ResNet-50
-1.361958,-2.173984,2,bird,clean,ResNet-50
9.408683,1.3628035,8,ship,clean,ResNet-50
-2.042902,4.506544,9,truck,clean,ResNet-50
-8.800635,1.9254371,6,frog,clean,ResNet-50
0.9489213,-1.1305525,0,airplane,clean,ResNet-50
3.2772079,-1.3153013,0,airplane,clean,ResNet-50
-6.2573624,-12.219841,5,dog,clean,ResNet-50
-3.2103784,-2.6806755,2,bird,clean,ResNet-50
-1.3172826,2.8447568,9,truck,clean,ResNet-50
-3.4237602,-4.0588384,5,dog,clean,ResNet-50
-1.8331515,-1.6281583,4,deer,clean,ResNet-50
-1.9168738,-2.0760436,2,bird,clean,ResNet-50
-9.467485,45.83463,1,automobile,clean,ResNet-50
-4.4819593,-4.0000873,6,frog,clean,ResNet-50
-11.250118,2.6290781,6,frog,clean,ResNet-50
6.4649844,0.23752448,8,ship,clean,ResNet-50
-0.4856799,-1.768546,4,deer,clean,ResNet-50
25.246964,0.2198367,8,ship,clean,ResNet-50
-2.7205558,-0.7880902,4,deer,clean,ResNet-50
-5.258354,-9.691471,5,dog,clean,ResNet-50
8.207575,0.16555372,0,airplane,clean,ResNet-50
-1.8331411,6.0437784,9,truck,clean,ResNet-50
-0.85208154,0.42429784,9,truck,clean,ResNet-50
-0.63350195,1.7792155,9,truck,clean,ResNet-50
7.044883,0.3108311,8,ship,clean,ResNet-50
-0.5975611,4.6176925,9,truck,clean,ResNet-50
-2.699983,5.0524054,9,truck,clean,ResNet-50
-3.9530587,-4.1481524,3,cat,clean,ResNet-50
-2.4645,-4.8903832,7,horse,clean,ResNet-50
-5.452273,-8.911047,5,dog,clean,ResNet-50
8.076107,-1.208622,0,airplane,clean,ResNet-50
3.089911,-1.0291723,0,airplane,clean,ResNet-50
-11.015652,-23.72301,5,dog,clean,ResNet-50
-1.9947478,-2.5654087,2,bird,clean,ResNet-50
-4.245448,-0.2791099,2,bird,clean,ResNet-50
-1.6637942,-0.697548,3,cat,clean,ResNet-50
96.042465,-0.5656619,8,ship,clean,ResNet-50
-3.6691718,-0.37750474,6,frog,clean,ResNet-50
-7.2960763,-10.134837,3,cat,clean,ResNet-50
-3.3769677,-3.752761,4,deer,clean,ResNet-50
28.332756,-0.058265045,0,airplane,clean,ResNet-50
-2.296068,-0.299521,5,dog,clean,ResNet-50
15.654465,0.44947252,8,ship,clean,ResNet-50
0.3886231,-1.2368282,0,airplane,clean,ResNet-50
-2.8519793,10.5795145,1,automobile,clean,ResNet-50
-2.3137426,-2.3287153,7,horse,clean,ResNet-50
-2.571251,-1.6012995,2,bird,clean,ResNet-50
28.206814,0.66663724,8,ship,clean,ResNet-50
19.172134,0.74278045,8,ship,clean,ResNet-50
-2.3396206,-4.233827,7,horse,clean,ResNet-50
25.743528,0.73617053,8,ship,clean,ResNet-50
-7.851586,-15.575098,5,dog,clean,ResNet-50
1.0484165,2.6913583,1,automobile,clean,ResNet-50
40.16861,0.64723146,8,ship,clean,ResNet-50
-2.1549344,-2.9351566,7,horse,clean,ResNet-50
-3.9474702,16.452452,1,automobile,clean,ResNet-50
-5.6055193,-8.001897,3,cat,clean,ResNet-50
6.965462,-1.2708175,0,airplane,clean,ResNet-50
-6.381504,-12.025772,5,dog,clean,ResNet-50
-1.7341896,-14.049352,7,horse,clean,ResNet-50
-1.1422771,4.079266,9,truck,clean,ResNet-50
-4.2615666,-7.198242,7,horse,clean,ResNet-50
27.107346,-0.29356867,4,deer,clean,ResNet-50
-10.273838,-20.91939,5,dog,clean,ResNet-50
-0.3857562,0.4141967,9,truck,clean,ResNet-50
2.357189,0.15236838,8,ship,clean,ResNet-50
0.85271263,-2.0182667,0,airplane,clean,ResNet-50
-1.9599353,-5.401965,7,horse,clean,ResNet-50
-2.2396057,5.942634,9,truck,clean,ResNet-50
6.215774,1.5083292,8,ship,clean,ResNet-50
-1.8307225,-1.9302719,2,bird,clean,ResNet-50
-1.9570953,-3.421556,7,horse,clean,ResNet-50
-3.099854,-2.1612425,6,frog,clean,ResNet-50
-2.3882275,6.015899,9,truck,clean,ResNet-50
-2.5497289,-2.7772834,4,deer,clean,ResNet-50
-7.3062763,-10.704052,3,cat,clean,ResNet-50
-1.7909663,4.6001973,9,truck,clean,ResNet-50
0.4051882,-0.24931177,6,frog,clean,ResNet-50
-1.6808095,-1.0321436,4,deer,clean,ResNet-50
-3.2902799,-5.1155195,7,horse,clean,ResNet-50
-3.395257,-0.900672,6,frog,clean,ResNet-50
-10.995831,-22.188532,5,dog,clean,ResNet-50
-6.0272784,26.613838,1,automobile,clean,ResNet-50
-3.43871,-4.268132,5,dog,clean,ResNet-50
6.9877367,2.8855033,8,ship,clean,ResNet-50
31.99686,0.80997723,8,ship,clean,ResNet-50
9.363217,-2.4050152,0,airplane,clean,ResNet-50
-2.4398854,-1.536687,4,deer,clean,ResNet-50
1.5536877,-0.5405495,0,airplane,clean,ResNet-50
-4.553369,-7.3397417,5,dog,clean,ResNet-50
-8.866838,-16.903814,5,dog,clean,ResNet-50
-13.288464,67.24732,1,automobile,clean,ResNet-50
-3.3223574,12.248903,1,automobile,clean,ResNet-50
10.950391,1.4575099,8,ship,clean,ResNet-50
-1.609486,4.527003,9,truck,clean,ResNet-50
6.4332476,-1.4831374,0,airplane,clean,ResNet-50
-2.7545161,-1.6042728,3,cat,clean,ResNet-50
-3.191432,11.048115,1,automobile,clean,ResNet-50
3.8595824,0.99560314,9,truck,clean,ResNet-50
-2.0901494,-1.176169,2,bird,clean,ResNet-50
-0.31140625,-1.1294094,2,bird,clean,ResNet-50
-12.361168,-26.059366,5,dog,clean,ResNet-50
-4.5824366,-6.784162,3,cat,clean,ResNet-50
-2.300773,5.082477,9,truck,clean,ResNet-50
-1.7988853,3.50764,9,truck,clean,ResNet-50
-2.1173317,-1.3158631,4,deer,clean,ResNet-50
3.9815013,-0.45704484,0,airplane,clean,ResNet-50
-4.506372,-5.3397427,3,cat,clean,ResNet-50
7.815437,-2.1759388,0,airplane,clean,ResNet-50
4.122732,0.6303213,0,airplane,clean,ResNet-50
-1.8702104,4.71126,9,truck,clean,ResNet-50
18.547129,0.9109538,8,ship,clean,ResNet-50
-4.6484923,21.139996,1,automobile,clean,ResNet-50
-3.6995497,-5.1872234,5,dog,clean,ResNet-50
-3.966959,-4.485563,7,horse,clean,ResNet-50
10.735717,-0.09160885,0,airplane,clean,ResNet-50
12.967898,0.07177994,8,ship,clean,ResNet-50
-1.6580311,-0.9729596,2,bird,clean,ResNet-50
-1.9724001,-1.2298362,4,deer,clean,ResNet-50
-2.0831287,-8.211392,7,horse,clean,ResNet-50
-0.815799,-2.7246156,0,airplane,clean,ResNet-50
-2.471313,-2.2068672,2,bird,clean,ResNet-50
-5.4537654,-9.106136,3,cat,clean,ResNet-50
-5.178875,1.1418656,6,frog,clean,ResNet-50
-7.0453396,-12.6049185,3,cat,clean,ResNet-50
36.96796,0.5762998,8,ship,clean,ResNet-50
-3.1658313,-3.1740248,5,dog,clean,ResNet-50
3.8409326,0.86586654,0,airplane,clean,ResNet-50
-2.540387,-2.0065176,3,cat,clean,ResNet-50
-2.788509,-1.6659044,4,deer,clean,ResNet-50
-3.4291184,-4.602548,3,cat,clean,ResNet-50
-0.04121369,3.7275252,9,truck,clean,ResNet-50
1.4465797,0.40789557,0,airplane,clean,ResNet-50
-10.164424,1.9730195,6,frog,clean,ResNet-50
-9.923757,48.723553,1,automobile,clean,ResNet-50
2.5145924,2.033789,0,airplane,clean,ResNet-50
-0.4775181,6.1741304,9,truck,clean,ResNet-50
-5.082473,25.645416,1,automobile,clean,ResNet-50
62.941246,-0.50297153,0,airplane,clean,ResNet-50
-2.3472242,-3.8110268,7,horse,clean,ResNet-50
-1.0316126,3.2650905,9,truck,clean,ResNet-50
-7.7208023,35.713367,1,automobile,clean,ResNet-50
-2.9250739,-2.6255314,2,bird,clean,ResNet-50
-17.506094,4.241076,6,frog,clean,ResNet-50
-2.476502,7.082498,9,truck,clean,ResNet-50
-7.565427,-12.390772,3,cat,clean,ResNet-50
-1.8887558,-1.3065927,4,deer,clean,ResNet-50
-11.424318,2.8252099,6,frog,clean,ResNet-50
6.392281,-1.9354392,0,airplane,clean,ResNet-50
5.0320373,-1.8595241,0,airplane,clean,ResNet-50
-9.286208,1.1078289,6,frog,clean,ResNet-50
-15.832145,4.0595584,6,frog,clean,ResNet-50
-14.124466,3.3325434,6,frog,clean,ResNet-50
-5.3666196,-8.601479,3,cat,clean,ResNet-50
-1.4027203,-2.1542244,2,bird,clean,ResNet-50
-8.858529,1.9326949,6,frog,clean,ResNet-50
-2.574457,13.925142,1,automobile,clean,ResNet-50
11.682727,0.599434,8,ship,clean,ResNet-50
-1.6497416,-2.255899,2,bird,clean,ResNet-50
-3.3821237,13.450762,1,automobile,clean,ResNet-50
-2.3574471,-1.0235734,6,frog,clean,ResNet-50
9.950983,0.6367377,8,ship,clean,ResNet-50
-18.463293,4.151258,6,frog,clean,ResNet-50
33.60236,-0.05795596,8,ship,clean,ResNet-50
1.9148988,-1.2545222,0,airplane,clean,ResNet-50
-2.4656107,-1.3351318,4,deer,clean,ResNet-50
3.7255669,-1.4771665,0,airplane,clean,ResNet-50
-2.5629141,-2.7183084,7,horse,clean,ResNet-50
-2.2060876,-8.265386,7,horse,clean,ResNet-50
-12.753982,-26.750578,5,dog,clean,ResNet-50
-11.739344,-23.99787,5,dog,clean,ResNet-50
-6.1050787,-7.946602,3,cat,clean,ResNet-50
-6.001376,-10.38475,5,dog,clean,ResNet-50
-2.7585876,-2.5219002,2,bird,clean,ResNet-50
-3.7537322,-3.672567,3,cat,clean,ResNet-50
-2.1280842,-1.6510198,4,deer,clean,ResNet-50
-3.369376,11.461179,1,automobile,clean,ResNet-50
-1.6811951,-9.177481,7,horse,clean,ResNet-50
-8.836126,-17.386717,5,dog,clean,ResNet-50
-2.3036044,-1.7789439,4,deer,clean,ResNet-50
-12.006711,2.6758578,6,frog,clean,ResNet-50
-5.562016,24.973969,1,automobile,clean,ResNet-50
-1.8102529,4.3069854,9,truck,clean,ResNet-50
-5.780809,-8.059765,3,cat,clean,ResNet-50
-13.352485,3.433076,6,frog,clean,ResNet-50
-11.907211,2.2453544,6,frog,clean,ResNet-50
-2.3275883,5.7294846,9,truck,clean,ResNet-50
-9.916305,-13.05127,3,cat,clean,ResNet-50
29.00984,0.57644033,8,ship,clean,ResNet-50
0.3310234,-1.2229378,0,airplane,clean,ResNet-50
-2.0492976,-4.1167955,7,horse,clean,ResNet-50
-2.5995893,-1.6903912,2,bird,clean,ResNet-50
-9.734884,2.4807358,6,frog,clean,ResNet-50
0.32901084,-1.9641492,2,bird,clean,ResNet-50
-10.033963,-21.605534,5,dog,clean,ResNet-50
27.92333,0.87872493,8,ship,clean,ResNet-50
-8.430724,-16.18271,5,dog,clean,ResNet-50
-1.4985868,-1.3268149,4,deer,clean,ResNet-50
-11.651675,2.625883,6,frog,clean,ResNet-50
20.304579,0.80735433,8,ship,clean,ResNet-50
-1.9676337,5.1584234,9,truck,clean,ResNet-50
-1.4428629,3.8587935,9,truck,clean,ResNet-50
-6.3698854,27.995102,1,automobile,clean,ResNet-50
8.852319,0.2036468,0,airplane,clean,ResNet-50
-2.0516267,-2.3415043,2,bird,clean,ResNet-50
-3.4300518,-0.5330749,2,bird,clean,ResNet-50
-2.6077375,-1.632693,7,horse,clean,ResNet-50
-2.4563994,-1.7183911,3,cat,clean,ResNet-50
-2.52248,-3.2003186,2,bird,clean,ResNet-50
10.810761,2.4009666,8,ship,clean,ResNet-50
7.9229193,-1.5970701,0,airplane,clean,ResNet-50
-2.0652208,5.067524,9,truck,clean,ResNet-50
-9.998459,-20.26201,5,dog,clean,ResNet-50
30.477718,0.734458,8,ship,clean,ResNet-50
-0.14420073,1.6632257,1,automobile,clean,ResNet-50
-0.40530545,3.8585634,9,truck,clean,ResNet-50
-1.8262779,-1.231081,4,deer,clean,ResNet-50
-0.35631773,3.3351696,1,automobile,clean,ResNet-50
-4.1925807,-5.4956603,3,cat,clean,ResNet-50
3.4803922,-0.3663416,8,ship,clean,ResNet-50
-2.8205338,11.443881,1,automobile,clean,ResNet-50
0.71275073,-0.8832278,4,deer,clean,ResNet-50
-1.9072349,-9.777233,7,horse,clean,ResNet-50
-2.5354385,8.008555,9,truck,clean,ResNet-50
-1.2110212,-1.3138157,4,deer,clean,ResNet-50
-2.3958914,0.04992891,2,bird,clean,ResNet-50
-2.623361,-4.9485517,7,horse,clean,ResNet-50
2.2589047,-0.108814135,0,airplane,clean,ResNet-50
-2.0618236,-3.7586572,7,horse,clean,ResNet-50
12.195587,-0.047638204,0,airplane,clean,ResNet-50
-17.388523,4.336412,6,frog,clean,ResNet-50
-13.875251,2.8997478,6,frog,clean,ResNet-50
-0.5415769,3.6919887,9,truck,clean,ResNet-50
4.4696827,-1.6240245,0,airplane,clean,ResNet-50
0.56946564,1.6642492,9,truck,clean,ResNet-50
-9.851235,-21.633184,2,bird,clean,ResNet-50
5.0315824,2.6345236,8,ship,clean,ResNet-50
-1.580001,-6.9634333,7,horse,clean,ResNet-50
-1.4980278,-1.5773141,2,bird,clean,ResNet-50
-3.1782525,-3.8463092,2,bird,clean,ResNet-50
-14.575604,-33.54801,5,dog,clean,ResNet-50
-11.447978,57.039288,1,automobile,clean,ResNet-50
-1.5138677,-3.33139,2,bird,clean,ResNet-50
-6.7060018,1.8325328,6,frog,clean,ResNet-50
-2.3378332,-1.8194597,2,bird,clean,ResNet-50
-2.7000713,6.6365633,9,truck,clean,ResNet-50
-8.467595,1.9513141,6,frog,clean,ResNet-50
-2.280155,-1.7178661,2,bird,clean,ResNet-50
-5.4209127,-7.4345207,3,cat,clean,ResNet-50
2.0056956,0.17382203,0,airplane,clean,ResNet-50
-5.398355,-6.423798,3,cat,clean,ResNet-50
-2.5039048,5.5694447,9,truck,clean,ResNet-50
14.503913,1.5006537,8,ship,clean,ResNet-50
-1.6961122,-7.771741,7,horse,clean,ResNet-50
19.878775,-0.03307978,8,ship,clean,ResNet-50
27.297522,0.6156505,8,ship,clean,ResNet-50
-2.286464,-0.8154702,4,deer,clean,ResNet-50
9.441821,-2.695235,0,airplane,clean,ResNet-50
-0.741336,4.5329647,1,automobile,clean,ResNet-50
24.121748,0.9402656,8,ship,clean,ResNet-50
-2.278971,-2.1148655,2,bird,clean,ResNet-50
-1.7071875,-8.612251,7,horse,clean,ResNet-50
0.7226206,3.0956576,9,truck,clean,ResNet-50
-3.415599,-4.378128,3,cat,clean,ResNet-50
-5.0048485,0.81934035,6,frog,clean,ResNet-50
-2.3706388,7.2075567,1,automobile,clean,ResNet-50
-1.9614862,6.815394,9,truck,clean,ResNet-50
0.30929664,-1.9652234,0,airplane,clean,ResNet-50
-3.7837517,-7.4791646,7,horse,clean,ResNet-50
-5.9032035,-8.566638,3,cat,clean,ResNet-50
-2.0048783,-3.1539192,7,horse,clean,ResNet-50
-2.856316,-2.3361087,4,deer,clean,ResNet-50
-3.690918,-5.1067023,5,dog,clean,ResNet-50
27.420488,0.61446714,0,airplane,clean,ResNet-50
0.07009142,-2.2866316,0,airplane,clean,ResNet-50
-3.679595,-0.83817035,2,bird,clean,ResNet-50
-2.360065,5.5468564,9,truck,clean,ResNet-50
-5.120257,-7.6865163,3,cat,clean,ResNet-50
-2.3283415,-1.2798042,4,deer,clean,ResNet-50
1.5429237,-0.059532825,0,airplane,clean,ResNet-50
-11.121297,2.6524274,6,frog,clean,ResNet-50
-2.593155,-1.3789998,2,bird,clean,ResNet-50
-3.9780223,-5.9997296,5,dog,clean,ResNet-50
-5.553622,-7.589105,3,cat,clean,ResNet-50
-2.7551022,-3.0361574,7,horse,clean,ResNet-50
-2.4721785,-2.4949753,3,cat,clean,ResNet-50
-2.0568643,-10.196277,7,horse,clean,ResNet-50
-2.2722833,-1.0816348,2,bird,clean,ResNet-50
-2.9069471,-3.2423885,5,dog,clean,ResNet-50
-5.380463,-9.041609,3,cat,clean,ResNet-50
-1.5114577,3.9449825,1,automobile,clean,ResNet-50
-8.256576,39.08143,1,automobile,clean,ResNet-50
-3.8139627,-1.1718305,4,deer,clean,ResNet-50
-2.0681367,6.6150475,9,truck,clean,ResNet-50
0.6949569,3.5537517,9,truck,clean,ResNet-50
-11.12747,-24.54886,5,dog,clean,ResNet-50
-1.976261,-2.6776114,7,horse,clean,ResNet-50
-5.3233337,-11.001264,5,dog,clean,ResNet-50
3.923001,-1.715554,0,airplane,clean,ResNet-50
-2.9159448,-2.5216296,2,bird,clean,ResNet-50
1.4865906,-1.9154354,2,bird,clean,ResNet-50
-0.20188777,-1.3758727,2,bird,clean,ResNet-50
-1.8292674,4.633803,9,truck,clean,ResNet-50
-1.7879267,-8.080015,7,horse,clean,ResNet-50
-3.3574722,-3.5802855,3,cat,clean,ResNet-50
-0.78579974,4.2266316,9,truck,clean,ResNet-50
-2.474058,-1.6668518,4,deer,clean,ResNet-50
-3.2521,-1.0119187,3,cat,clean,ResNet-50
-7.3126373,-14.336311,5,dog,clean,ResNet-50
-3.278627,-3.1113932,4,deer,clean,ResNet-50
-0.7028512,0.31657892,6,frog,clean,ResNet-50
-10.396559,-22.575373,5,dog,clean,ResNet-50
-5.0094595,-0.30389893,6,frog,clean,ResNet-50
-5.6217246,25.871992,1,automobile,clean,ResNet-50
-2.5483441,-1.9588563,4,deer,clean,ResNet-50
-3.9447956,-4.192145,3,cat,clean,ResNet-50
-2.7134857,-1.5533221,4,deer,clean,ResNet-50
-2.6793718,-1.8470608,4,deer,clean,ResNet-50
-6.508563,-10.418363,3,cat,clean,ResNet-50
-2.321336,-2.3735604,7,horse,clean,ResNet-50
15.987587,1.9732981,8,ship,clean,ResNet-50
-2.7714167,-1.4912632,3,cat,clean,ResNet-50
-2.2968986,-4.5594716,7,horse,clean,ResNet-50
83.428345,-0.44654533,8,ship,clean,ResNet-50
8.055632,-1.0703245,0,airplane,clean,ResNet-50
-4.405785,-5.900935,5,dog,clean,ResNet-50
-2.5933323,-6.678431,7,horse,clean,ResNet-50
-5.396769,0.22872181,6,frog,clean,ResNet-50
1.5479646,1.3920726,0,airplane,clean,ResNet-50
-10.309395,-21.955984,5,dog,clean,ResNet-50
-2.1895604,-1.6047494,4,deer,clean,ResNet-50
5.8920608,0.9050415,8,ship,clean,ResNet-50
-16.684746,4.164859,6,frog,clean,ResNet-50
89.56908,-0.6241185,8,ship,clean,ResNet-50
-4.590771,-7.281391,5,dog,clean,ResNet-50
-8.2232685,-16.22454,5,dog,clean,ResNet-50
4.5350866,0.45796663,9,truck,clean,ResNet-50
-1.6625614,6.6106873,9,truck,clean,ResNet-50
-2.067921,5.6311793,9,truck,clean,ResNet-50
-2.8106048,-2.2847114,5,dog,clean,ResNet-50
4.633693,-1.4231781,0,airplane,clean,ResNet-50
-7.172167,32.59159,1,automobile,clean,ResNet-50
4.0565767,-1.0559658,0,airplane,clean,ResNet-50
61.045246,-0.2149086,8,ship,clean,ResNet-50
-8.36807,39.224476,1,automobile,clean,ResNet-50
-9.158733,44.748795,1,automobile,clean,ResNet-50
80.51669,-0.05418475,8,ship,clean,ResNet-50
0.09933875,-0.157528,0,airplane,clean,ResNet-50
-2.5175958,-2.4090672,2,bird,clean,ResNet-50
-0.5115471,-1.1401944,2,bird,clean,ResNet-50
5.963808,-1.6077923,0,airplane,clean,ResNet-50
-2.6328819,-1.2145039,4,deer,clean,ResNet-50
-6.963915,1.2441068,6,frog,clean,ResNet-50
-9.144749,-17.103159,5,dog,clean,ResNet-50
